City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,klaksvik,62.2266,-6.589,282.66,88,100,10.42,FO,1697419527
84,ribeira grande,38.5167,-28.7,294.69,91,61,9.39,PT,1697419527
85,blackmans bay,-43.0167,147.3167,287.89,57,19,2.68,AU,1697419528
86,la foa,-21.7108,165.8276,300.16,62,99,3.56,NC,1697419528
87,afaahiti,-17.75,-149.2833,300.08,78,81,3.83,PF,1697419528
88,vadso,70.0744,29.7487,277.64,87,100,8.75,NO,1697419528
89,edinburgh of the seven seas,-37.0676,-12.3116,284.78,69,3,10.91,SH,1697419529
90,okhotsk,59.3833,143.3,275.44,76,100,4.55,RU,1697419529
91,lorengau,-2.0226,147.2712,302.32,71,100,3.18,PG,1697419530
92,pemangkat,1.1667,108.9667,300.83,80,94,2.06,ID,1697419530
93,vilyuysk,63.7553,121.6247,267.69,82,100,2.24,RU,1697419530
94,songea,-10.6833,35.65,291.17,94,99,1.53,TZ,1697419530
95,tolanaro,-25.0319,46.9987,294.19,88,75,2.06,MG,1697419531
96,san-pedro,4.7485,-6.6363,297.05,96,49,2.5,CI,1697419531
97,newman,37.3138,-121.0208,302.34,68,0,0.45,US,1697419532
98,bonthe,7.5264,-12.505,299.44,86,100,1.49,SL,1697419532
99,gbarnga,6.9956,-9.4722,295.55,99,100,0.72,LR,1697419532
100,longyearbyen,78.2186,15.6401,271.06,69,75,7.2,SJ,1697419533
101,malango,-2.9627,119.9001,299.77,62,17,1.97,ID,1697419533
102,crane,31.3974,-102.3501,290.51,35,0,4.42,US,1697419533
103,wenling,28.3669,121.36,295.16,58,0,2.04,CN,1697419534
104,agat village,13.3886,144.6585,304.46,82,40,3.09,GU,1697419534
105,shiqian,27.5225,108.2281,293.27,66,6,0.71,CN,1697419534
106,siwa oasis,29.2041,25.5195,295.22,44,0,2.71,EG,1697419534
107,remire-montjoly,4.9167,-52.2667,300.17,83,0,1.03,GF,1697419535
108,thompson,55.7435,-97.8558,276.24,100,20,0.0,CA,1697419535
109,zaragoza,41.6561,-0.8773,292.05,77,75,1.54,ES,1697419471
110,port lincoln,-34.7333,135.8667,286.97,61,48,6.96,AU,1697419370
111,conceicao do araguaia,-8.2578,-49.2647,299.57,64,20,1.24,BR,1697419465
112,bubaque,11.2833,-15.8333,301.32,80,96,4.85,GW,1697419536
113,nova vicosa,-17.8919,-39.3719,296.92,85,3,2.93,BR,1697419536
114,gorontalo,0.5412,123.0595,305.31,53,6,2.75,ID,1697419536
115,yeed,4.55,43.0333,298.73,75,14,5.62,SO,1697419537
116,kuraymah,18.55,31.85,301.51,21,4,8.28,SD,1697419537
117,saint-philippe,-21.3585,55.7679,295.92,84,35,1.44,RE,1697419537
118,lihue,21.9789,-159.3672,303.73,65,20,6.17,US,1697419537
119,ulladulla,-35.35,150.4667,292.69,46,75,6.91,AU,1697419538
120,uturoa,-16.7333,-151.4333,299.35,72,14,3.61,PF,1697419538
121,baza,37.4907,-2.7726,289.11,74,100,1.37,ES,1697419538
122,geraldton,-28.7667,114.6,307.38,10,44,11.32,AU,1697419538
123,bela,25.9333,81.9833,296.8,69,3,2.6,IN,1697419539
124,san antonio de pale,-1.4014,5.6325,299.22,82,100,6.33,GQ,1697419539
125,fort bragg,35.139,-79.006,288.9,77,100,1.54,US,1697419539
126,kodiak,57.79,-152.4072,281.88,93,100,8.23,US,1697419539
127,hermanus,-34.4187,19.2345,289.79,85,100,5.43,ZA,1697419540
128,georgetown,5.4112,100.3354,302.11,81,40,3.09,MY,1697419540
129,kenora,49.8167,-94.4337,284.69,66,20,1.54,CA,1697419540
130,ploneour-lanvern,47.9,-4.2833,283.33,71,0,4.63,FR,1697419540
131,howard springs,-12.497,131.047,306.1,31,16,0.46,AU,1697419541
132,klyuchi,52.2667,79.1667,276.57,79,16,2.97,RU,1697419541
133,north shore,-36.8,174.75,295.04,79,98,5.36,NZ,1697419542
134,manaure,11.7751,-72.4445,302.44,77,43,6.33,CO,1697419542
135,east london,-33.0153,27.9116,290.83,89,100,10.44,ZA,1697419543
136,popilnia,49.9665,29.4435,279.42,86,100,4.89,UA,1697419543
137,ancud,-41.8697,-73.8203,280.24,90,8,2.57,CL,1697419543
138,bilibino,68.0546,166.4372,262.57,93,88,0.17,RU,1697419543
139,fort st. john,56.2499,-120.8529,286.09,54,75,7.72,CA,1697419400
140,alice springs,-23.7,133.8833,298.9,19,0,8.75,AU,1697419352
141,cestos city,5.46,-9.5828,298.8,88,100,3.02,LR,1697419544
142,hun,29.1268,15.9477,293.71,40,0,3.05,LY,1697419544
143,dryden,49.7833,-92.7503,278.31,81,0,2.57,CA,1697419545
144,bredasdorp,-34.5322,20.0403,288.36,97,62,2.64,ZA,1697419545
145,sfax,34.7406,10.7603,294.23,78,0,1.54,TN,1697419546
146,aasiaat,68.7098,-52.8699,267.25,75,100,3.59,GL,1697419546
147,badger,64.8,-147.5333,278.22,89,0,1.54,US,1697419546
148,hassi messaoud,31.6804,6.0729,293.07,28,0,2.06,DZ,1697419546
149,trujillo,-8.116,-79.03,292.13,82,75,4.12,PE,1697419547
150,dunedin,-45.8742,170.5036,289.3,38,100,2.51,NZ,1697419547
151,cide,41.8921,33.0044,290.9,63,0,2.57,TR,1697419547
152,mushie,-3.0167,16.9,296.38,88,100,0.74,CD,1697419548
153,pimenta bueno,-11.6725,-61.1936,300.85,55,66,1.14,BR,1697419548
154,vilyuchinsk,52.9306,158.4028,283.3,96,100,3.25,RU,1697419548
155,pendleton,45.6721,-118.7886,291.93,61,0,3.6,US,1697419532
156,sumbawa besar,-8.5,117.4333,305.88,42,5,3.95,ID,1697419549
157,margate,51.3813,1.3862,280.32,60,97,2.05,GB,1697419549
158,walvis bay,-22.9575,14.5053,286.53,100,0,1.54,NA,1697419549
159,campoverde,-8.4753,-74.8058,300.98,67,34,1.29,PE,1697419549
160,biankouma,7.7391,-7.6138,294.13,97,98,0.69,CI,1697419550
161,ryl'sk,51.5655,34.6822,282.11,91,100,4.47,RU,1697419551
162,san patricio,28.017,-97.5169,297.07,35,0,4.3,US,1697419467
163,luwuk,-0.9516,122.7875,303.76,60,10,2.77,ID,1697419551
164,st. john's,47.5649,-52.7093,284.02,92,100,3.09,CA,1697419552
165,yeraliyev,43.2,51.65,286.32,40,0,9.07,KZ,1697419552
166,the pas,53.8251,-101.2541,281.16,76,0,2.57,CA,1697419552
167,kavaratti,10.5669,72.642,300.64,71,77,1.54,IN,1697419553
168,kalmunai,7.4167,81.8167,298.83,86,31,2.59,LK,1697419553
169,beau vallon,-20.4189,57.6953,294.38,88,20,2.57,MU,1697419553
170,puerto ayora,-0.7393,-90.3518,297.34,93,37,2.24,EC,1697419554
171,invercargill,-46.4,168.35,283.16,80,100,2.68,NZ,1697419554
172,ascension,30.2169,-90.9001,290.97,60,0,2.57,US,1697419554
173,pisco,-13.7,-76.2167,292.18,82,0,5.14,PE,1697419460
174,carnarvon,-24.8667,113.6333,305.03,23,0,8.44,AU,1697419554
175,rumoi,43.9344,141.6428,285.47,82,100,7.36,JP,1697419555
176,megion,61.0296,76.1136,275.16,89,99,4.24,RU,1697419555
177,coahuayana de hidalgo,18.7,-103.6583,300.32,85,100,0.99,MX,1697419555
178,ola,59.5833,151.2833,274.49,60,100,3.18,RU,1697419555
179,oranjestad,12.524,-70.027,303.12,86,20,6.17,AW,1697419556
180,jamestown,42.097,-79.2353,280.68,98,100,3.6,US,1697419537
181,kirando,-7.4167,30.6,297.88,80,100,2.73,TZ,1697419556
182,usinsk,65.9939,57.5281,275.41,99,100,7.15,RU,1697419556
183,iskateley,67.6803,53.1512,273.72,87,99,8.94,RU,1697419556
184,bam,29.106,58.357,293.63,29,0,2.06,IR,1697419557
185,ghat,24.9647,10.1728,297.29,23,3,2.38,LY,1697419557
186,chimore,-16.9833,-65.1333,302.9,42,89,1.05,BO,1697419558
187,gaiman,-43.2897,-65.4929,284.56,52,9,4.23,AR,1697419558
188,jacarei,-23.3053,-45.9658,293.55,88,75,2.57,BR,1697419558
189,toliara,-23.35,43.6667,294.43,81,90,2.49,MG,1697419558
190,anadyr,64.75,177.4833,275.43,87,75,1.0,RU,1697419558
191,arkhangel'sk,64.5401,40.5433,277.11,78,100,5.65,RU,1697419559
192,port mathurin,-19.6833,63.4167,296.94,81,0,4.78,MU,1697419559
193,mlimba,-8.8,35.8167,297.9,73,100,2.65,TZ,1697419559
194,marechal deodoro,-9.7103,-35.895,297.82,82,18,3.62,BR,1697419559
195,hamilton,39.1834,-84.5333,283.84,74,75,2.57,US,1697419354
196,caceres,39.522,-6.3748,289.48,84,100,1.92,ES,1697419560
197,nishinoomote,30.7333,131.0,296.46,56,40,7.72,JP,1697419560
198,piti village,13.4626,144.6933,304.43,79,40,3.09,GU,1697419561
199,fukuecho,32.6881,128.8419,294.35,52,75,5.14,JP,1697419561
200,west island,-12.1568,96.8225,300.14,69,100,4.63,CC,1697419561
201,karaidel',55.8337,56.9069,280.87,92,72,5.67,RU,1697419562
202,nar'yan-mar,67.6713,53.087,273.77,87,99,8.94,RU,1697419365
203,fortaleza,-3.7227,-38.5247,300.49,74,20,5.66,BR,1697419329
204,inarajan village,13.2736,144.7484,304.48,83,74,1.62,GU,1697419562
205,jiuquan,39.7432,98.5174,281.29,55,100,3.46,CN,1697419563
206,puerto baquerizo moreno,-0.9,-89.6,296.75,84,86,4.62,EC,1697419563
207,portland,45.5234,-122.6762,293.43,78,100,2.06,US,1697419340
208,hawaiian paradise park,19.5933,-154.9731,302.06,75,20,3.6,US,1697419564
209,lebu,-37.6167,-73.65,282.97,74,0,7.71,CL,1697419564
210,san jose,37.3394,-121.895,299.94,55,20,23.25,US,1697419370
211,tsiombe,-25.3,45.4833,292.28,85,100,1.17,MG,1697419565
212,prado,-17.3411,-39.2208,296.59,87,3,2.55,BR,1697419566
213,guiuan,11.0333,125.7247,301.64,71,69,2.36,PH,1697419566
214,barra de santo antonio,-9.4047,-35.5072,297.75,77,14,5.47,BR,1697419566
215,mikumi,-7.4041,36.9831,296.33,81,99,0.62,TZ,1697419567
216,kertih,4.5141,103.4483,301.16,83,20,0.0,MY,1697419567
217,maloye ganyushkino,46.6,49.2667,285.49,68,0,6.23,KZ,1697419567
218,mil'kovo,55.6078,37.7956,281.23,96,100,2.7,RU,1697419568
219,talnakh,69.4865,88.3972,263.82,93,47,1.41,RU,1697419568
220,susuman,62.7833,148.1667,267.03,91,100,1.34,RU,1697419568
221,la passe,45.5549,-0.8967,283.28,59,100,5.96,FR,1697419568
222,tazovsky,67.4667,78.7,274.5,99,100,2.38,RU,1697419569
223,akureyri,65.6835,-18.0878,277.11,87,100,0.0,IS,1697419569
224,ratnagiri,16.9833,73.3,299.0,82,80,2.08,IN,1697419570
225,suncho corral,-27.9336,-63.4294,304.22,26,38,7.73,AR,1697419570
226,bolgatanga,10.7856,-0.8514,299.69,73,100,2.2,GH,1697419570
227,ulsteinvik,62.3432,5.8487,279.43,70,100,5.36,NO,1697419335
228,lesosibirsk,58.2358,92.4828,279.21,81,100,3.05,RU,1697419571
229,san luis de la loma,17.2706,-100.8939,300.06,86,100,0.46,MX,1697419571
230,manturovo,58.3353,44.7619,281.92,92,100,3.16,RU,1697419571
231,mizque,-17.941,-65.3402,291.8,64,12,2.16,BO,1697419572
232,ovalle,-30.5983,-71.2003,290.94,52,100,1.35,CL,1697419572
233,weno,7.4515,151.8468,303.12,84,100,4.63,FM,1697419573
234,umba,66.6871,34.3429,276.7,65,100,5.36,RU,1697419573
235,fort mcmurray,56.7268,-111.381,282.92,66,75,2.57,CA,1697419318
236,kapa'a,22.0752,-159.319,304.14,66,20,6.17,US,1697419573
237,whitehorse,60.7161,-135.0538,281.58,71,40,5.66,CA,1697419574
238,karymskoye,51.6167,114.35,276.97,48,100,2.03,RU,1697419574
239,chibougamau,49.9168,-74.3659,281.94,76,0,4.12,CA,1697419529
240,concordia,-31.393,-58.0209,295.25,76,100,0.89,AR,1697419575
241,scottburgh,-30.2867,30.7532,290.72,94,100,2.15,ZA,1697419575
242,wailua homesteads,22.0669,-159.378,303.39,66,20,6.17,US,1697419575
243,sterling,39.0062,-77.4286,284.9,75,20,2.06,US,1697419282
244,la'ie,21.6477,-157.9253,304.13,71,100,3.13,US,1697419576
245,trail,49.0998,-117.7022,290.36,67,90,0.83,CA,1697419525
246,krasnovishersk,60.4078,57.082,280.67,95,100,4.12,RU,1697419576
247,saldanha,-33.0117,17.9442,285.18,83,0,2.65,ZA,1697419577
248,omutninsk,58.67,52.1932,284.48,97,100,4.04,RU,1697419577
249,tangalle,6.024,80.7911,297.24,87,99,2.89,LK,1697419578
250,nemuro,43.3236,145.575,287.12,75,100,4.64,JP,1697419578
251,mount isa,-20.7333,139.5,305.02,14,0,8.23,AU,1697419578
252,goz beida,13.95,20.55,303.02,25,100,2.35,TD,1697419579
253,fortuna,40.5982,-124.1573,288.66,96,0,0.0,US,1697419579
254,jatai,-17.8814,-51.7144,297.19,64,28,1.77,BR,1697419579
255,sale,34.0389,-6.8166,296.84,63,75,0.0,MA,1697419579
256,pangody,65.85,74.4859,272.96,84,100,4.53,RU,1697419580
257,banamba,13.55,-7.45,301.17,19,95,1.33,ML,1697419580
258,hithadhoo,-0.6,73.0833,300.64,79,4,8.38,MV,1697419580
259,ust'-ordynskiy,52.805,104.7508,278.34,72,100,3.16,RU,1697419580
260,rampachodavaram,17.45,81.7667,297.1,84,5,1.14,IN,1697419581
261,west bay,19.3667,-81.4167,303.19,77,20,1.54,KY,1697419581
262,noyabrsk,63.1994,75.4507,273.84,89,100,6.26,RU,1697419582
263,happy valley-goose bay,53.3168,-60.3315,279.32,81,100,7.2,CA,1697419582
264,arangaon,18.6667,75.1833,297.62,55,98,2.86,IN,1697419582
265,magadan,59.5667,150.8,274.16,66,100,1.34,RU,1697419582
266,ghanzi,-21.5667,21.7833,291.9,10,100,4.29,BW,1697419583
267,fisterra,42.9049,-9.2629,292.05,87,100,8.23,ES,1697419583
268,kill devil hills,36.0307,-75.676,287.58,70,40,3.09,US,1697419289
269,urangan,-25.3,152.9,296.23,73,0,7.05,AU,1697419583
270,itoman,26.1247,127.6694,300.58,50,20,5.66,JP,1697419584
271,holdrege,40.4403,-99.3698,279.75,80,0,1.54,US,1697419568
272,howrah,22.5892,88.3103,299.15,83,20,0.0,IN,1697419584
273,saipan,15.1355,145.701,302.54,79,40,3.6,MP,1697419584
274,faya-largeau,17.9257,19.1043,301.35,23,100,7.25,TD,1697419585
275,alajarvi,63.0,23.8167,275.07,85,100,4.06,FI,1697419585
276,leninskoye,41.7589,69.3864,282.21,45,6,1.14,KZ,1697419586
277,filipstad,59.7124,14.1683,274.73,74,95,1.64,SE,1697419586
278,vallam,10.7167,79.0833,298.18,88,100,2.18,IN,1697419586
279,san julian,21.0167,-102.1667,291.09,62,79,5.06,MX,1697419586
280,palmer,42.1584,-72.3287,282.69,82,100,2.06,US,1697419362
281,college,64.8569,-147.8028,278.26,89,40,1.54,US,1697419587
282,fada n'gourma,12.0622,0.3578,301.54,54,96,3.15,BF,1697419587
283,zouerate,22.7187,-12.4521,301.37,21,96,4.13,MR,1697419588
284,dixiana,33.9193,-81.0593,289.71,76,100,2.57,US,1697419588
285,viale,-31.8678,-60.0072,294.87,56,100,4.17,AR,1697419588
286,rundu,-17.9333,19.7667,298.53,22,100,0.58,NA,1697419588
287,cameron,26.117,-97.5169,296.45,61,0,2.57,US,1697419589
288,nogliki,51.8333,143.1667,282.23,84,100,3.13,RU,1697419589
289,al kharijah,25.4514,30.5464,294.3,36,0,3.58,EG,1697419589
290,nantucket,41.2835,-70.0995,285.45,75,20,4.63,US,1697419590
291,tura,25.5198,90.2201,294.15,84,1,1.4,IN,1697419590
292,oschersleben,52.0333,11.25,278.12,82,11,5.01,DE,1697419590
293,astrakhan,46.3497,48.0408,281.08,93,0,3.0,RU,1697419591
294,mozarlandia,-14.7447,-50.5706,303.0,40,66,2.45,BR,1697419591
295,amungan,15.3652,119.9582,302.67,70,97,1.88,PH,1697419592
296,san jose del guaviare,2.5729,-72.6459,295.43,94,81,1.14,CO,1697419592
297,paita,-5.0892,-81.1144,293.28,84,16,5.93,PE,1697419592
298,utrik,11.2278,169.8474,301.45,75,56,5.21,MH,1697419592
299,saquarema,-22.92,-42.5103,295.26,91,100,5.48,BR,1697419593
300,arraial do cabo,-22.9661,-42.0278,295.3,92,99,6.2,BR,1697419593
301,khorugh,37.4897,71.553,280.44,49,100,1.18,TJ,1697419593
302,barcelos,41.5388,-8.6151,293.06,91,100,2.02,PT,1697419425
303,bilgi,16.35,75.6167,297.48,59,61,3.26,IN,1697419594
304,kudahuvadhoo,2.6708,72.8944,300.92,78,52,8.04,MV,1697419594
305,sisimiut,66.9395,-53.6735,269.62,69,99,1.83,GL,1697419595
306,petropavlovsk-kamchatsky,53.0452,158.6483,282.48,88,75,5.0,RU,1697419595
307,vernon,50.2581,-119.2691,289.68,74,100,0.51,CA,1697419595
308,canet de mar,41.5905,2.5812,293.47,80,100,2.16,ES,1697419595
309,bumba,2.1833,22.4667,294.75,99,100,0.99,CD,1697419595
310,balasore,21.4942,86.9317,296.86,72,4,0.76,IN,1697419596
311,rongelap,11.1635,166.8941,301.54,77,25,5.55,MH,1697419596
312,antalaha,-14.9003,50.2788,294.83,94,55,1.66,MG,1697419596
313,nagqu,31.5,92.0,271.03,80,100,1.78,CN,1697419597
314,jaguaribe,-5.8906,-38.6219,301.79,53,75,4.3,BR,1697419597
315,perevolotskiy,51.8763,54.1938,281.74,93,62,3.54,RU,1697419597
316,nuuk,64.1835,-51.7216,271.49,80,6,1.54,GL,1697419597
317,norilsk,69.3535,88.2027,263.94,94,41,0.88,RU,1697419598
318,tromso,69.6496,18.957,277.16,81,75,7.2,NO,1697419598
319,lianyuan,27.6883,111.6642,295.93,49,0,0.98,CN,1697419598
320,waingapu,-9.6567,120.2641,303.5,56,6,5.1,ID,1697419598
321,taroa,8.7058,171.2275,301.38,71,100,4.06,MH,1697419598
322,kirensk,57.7853,108.1119,278.72,95,100,3.58,RU,1697419599
323,nenjiang,49.1833,125.2167,278.47,30,0,7.71,CN,1697419599
324,punta arenas,-53.15,-70.9167,279.21,75,75,6.17,CL,1697419526
325,polyarnyy,69.1989,33.4478,278.36,91,98,10.75,RU,1697419599
326,nacala,-14.5428,40.6728,297.97,92,96,3.23,MZ,1697419599
327,arish,31.1316,33.7984,293.25,83,0,1.54,EG,1697419600
328,yermakovskoye,53.2831,92.4003,278.12,95,100,4.47,RU,1697419600
329,tahe,52.3333,124.7333,275.33,43,0,5.36,CN,1697419600
330,holualoa,19.6228,-155.9522,300.8,80,100,4.63,US,1697419600
331,igrim,63.1906,64.4162,276.49,84,100,2.68,RU,1697419601
332,rock springs,41.5875,-109.2029,287.84,43,0,1.54,US,1697419363
333,timimoun,29.2639,0.231,298.36,31,0,8.23,DZ,1697419601
334,tindouf,27.6711,-8.1474,297.4,25,0,1.03,DZ,1697419601
335,kirakira,-10.4544,161.9205,302.38,75,90,2.29,SB,1697419602
336,tocopilla,-22.092,-70.1979,291.66,72,36,2.01,CL,1697419602
337,cadale,2.7603,46.3222,299.45,84,40,3.89,SO,1697419602
338,'ain merane,36.1628,0.9704,290.81,51,68,0.43,DZ,1697419602
339,acapulco de juarez,16.8634,-99.8901,302.05,84,100,1.54,MX,1697419424
340,alofi,-19.0595,-169.9187,300.09,61,14,7.72,NU,1697419603
341,el porvenir,13.7617,-87.3458,297.78,97,99,0.39,HN,1697419603
342,regalbuto,37.6526,14.6409,292.02,39,6,1.72,IT,1697419604
343,mount pearl,47.5166,-52.7813,283.56,92,100,3.09,CA,1697419604
344,camana,-16.6228,-72.7111,291.86,87,28,2.48,PE,1697419604
345,sechura,-5.5569,-80.8222,294.48,75,21,6.67,PE,1697419604
346,barah,13.7,30.3667,302.02,20,26,1.36,SD,1697419604
347,baiona,43.4833,-1.4833,288.74,72,0,3.6,FR,1697419605
348,kailua-kona,19.6406,-155.9956,302.87,79,100,4.63,US,1697419605
349,aligudarz,33.4006,49.6949,285.79,42,18,2.73,IR,1697419606
350,hadibu,12.65,54.0333,299.71,77,100,0.47,YE,1697419606
351,dunhua,43.3725,128.2425,280.14,31,0,7.55,CN,1697419606
352,petrosino,37.7077,12.4999,294.52,88,5,3.26,IT,1697419606
353,esperanza,19.5847,-70.9849,301.47,83,100,0.67,DO,1697419607
354,nizhniy odes,63.6445,54.856,277.46,92,44,3.55,RU,1697419607
355,niafunke,15.9322,-3.9906,304.29,13,100,3.91,ML,1697419608
356,namibe,-15.1961,12.1522,290.64,80,12,2.67,AO,1697419608
357,lodja,-3.4833,23.4333,294.23,96,100,0.62,CD,1697419608
358,lompoc,34.6391,-120.4579,295.38,82,0,7.15,US,1697419608
359,muli,2.9167,73.5667,301.1,75,50,8.38,MV,1697419608
360,jincheng,35.5022,112.8328,291.26,32,0,1.63,CN,1697419609
361,dumai,1.6833,101.45,298.32,92,100,0.97,ID,1697419609
362,chimbarongo,-34.7,-71.05,288.64,83,2,1.3,CL,1697419609
363,tabuk,17.4189,121.4443,299.38,82,87,1.48,PH,1697419610
364,freetown,8.484,-13.2299,299.17,79,100,0.16,SL,1697419595
365,dakhla,23.6848,-15.958,296.14,70,99,6.79,EH,1697419610
366,vikulovo,56.8167,70.6107,279.74,78,100,5.77,RU,1697419611
